ProductKey,productitemcode,ProductName,Product_subcategory,Product_category,Product_color,Product_size,ProductLine,ModelName,Product_description,StartDate,EndDate,Product_status
414,FW-R762,"ML Road Front Wheel",Wheels,Components,Black,NULL,"R ","ML Road Front Wheel","Sturdy alloy features a quick-release hub.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
415,FW-R820,"HL Road Front Wheel",Wheels,Components,Black,NULL,"R ","HL Road Front Wheel","Strong wheel with double-walled rim.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
416,FW-T905,"Touring Front Wheel",Wheels,Components,Black,NULL,"T ","Touring Front Wheel","Aerodynamic rims for smooth riding.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38","Road Frames",Components,Yellow,38,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38","Road Frames",Components,Yellow,38,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","2013-07-01 00:00:00.000",NULL,Current
419,RW-M423,"LL Mountain Rear Wheel",Wheels,Components,Black,NULL,"M ","LL Mountain Rear Wheel","Replacement mountain wheel for entry-level rider.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
420,RW-M762,"ML Mountain Rear Wheel",Wheels,Components,Black,NULL,"M ","ML Mountain Rear Wheel","Replacement mountain wheel for the casual to serious rider.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
421,RW-M928,"HL Mountain Rear Wheel",Wheels,Components,Black,NULL,"M ","HL Mountain Rear Wheel","High-performance mountain replacement wheel.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
422,RW-R623,"LL Road Rear Wheel",Wheels,Components,Black,NULL,"R ","LL Road Rear Wheel","Replacement road rear wheel for entry-level cyclist.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
423,RW-R762,"ML Road Rear Wheel",Wheels,Components,Black,NULL,"R ","ML Road Rear Wheel","Aluminum alloy rim with stainless steel spokes; built for speed.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
424,RW-R820,"HL Road Rear Wheel",Wheels,Components,Black,NULL,"R ","HL Road Rear Wheel","Strong rear wheel with double-walled rim.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
425,RW-T905,"Touring Rear Wheel",Wheels,Components,Black,NULL,"T ","Touring Rear Wheel","Excellent aerodynamic rims guarantee a smooth ride.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
426,FR-M63B-40,"ML Mountain Frame - Black, 40","Mountain Frames",Components,Black,40,"M ","ML Mountain Frame","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
427,FR-M63B-44,"ML Mountain Frame - Black, 44","Mountain Frames",Components,Black,44,"M ","ML Mountain Frame","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
428,FR-M63B-48,"ML Mountain Frame - Black, 48","Mountain Frames",Components,Black,48,"M ","ML Mountain Frame","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40","Road Frames",Components,Yellow,40,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40","Road Frames",Components,Yellow,40,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","2013-07-01 00:00:00.000",NULL,Current
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42","Road Frames",Components,Yellow,42,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42","Road Frames",Components,Yellow,42,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","2013-07-01 00:00:00.000",NULL,Current
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44","Road Frames",Components,Yellow,44,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44","Road Frames",Components,Yellow,44,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","2013-07-01 00:00:00.000",NULL,Current
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48","Road Frames",Components,Yellow,48,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48","Road Frames",Components,Yellow,48,"R ","ML Road Frame-W","Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.","2013-07-01 00:00:00.000",NULL,Current
437,FR-R92B-62,"HL Road Frame - Black, 62","Road Frames",Components,Black,62,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
438,FR-R92B-62,"HL Road Frame - Black, 62","Road Frames",Components,Black,62,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2013-07-01 00:00:00.000",NULL,Current
439,FR-R92B-44,"HL Road Frame - Black, 44","Road Frames",Components,Black,44,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
440,FR-R92B-44,"HL Road Frame - Black, 44","Road Frames",Components,Black,44,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2013-07-01 00:00:00.000",NULL,Current
441,FR-R92B-48,"HL Road Frame - Black, 48","Road Frames",Components,Black,48,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
442,FR-R92B-48,"HL Road Frame - Black, 48","Road Frames",Components,Black,48,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2013-07-01 00:00:00.000",NULL,Current
443,FR-R92B-52,"HL Road Frame - Black, 52","Road Frames",Components,Black,52,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
444,FR-R92B-52,"HL Road Frame - Black, 52","Road Frames",Components,Black,52,"R ","HL Road Frame","Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.","2013-07-01 00:00:00.000",NULL,Current
445,SH-M897-S,"Men's Sports Shorts, S",Shorts,Clothing,Black,S,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
446,PA-T100,"Touring-Panniers, Large",Panniers,Accessories,Grey,NULL,"T ",Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
447,LO-C100,"Cable Lock",Locks,Accessories,NULL,NULL,"S ","Cable Lock","Wraps to fit front and rear tires, carrier and 2 keys included.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
448,PU-0452,Minipump,Pumps,Accessories,NULL,NULL,"S ",Minipump,"Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
449,PU-M044,"Mountain Pump",Pumps,Accessories,NULL,NULL,"M ","Mountain Pump","Simple and light-weight. Emergency patches stored in handle.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
450,LT-T990,"Taillights - Battery-Powered",Lights,Accessories,NULL,NULL,"R ",Taillight,"Affordable light for safe night riding - uses 3 AAA batteries","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
451,LT-H902,"Headlights - Dual-Beam",Lights,Accessories,NULL,NULL,"R ","Headlights - Dual-Beam","Rechargeable dual-beam headlight.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
452,LT-H903,"Headlights - Weatherproof",Lights,Accessories,NULL,NULL,"R ","Headlights - Weatherproof","Rugged weatherproof headlight.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
453,SH-M897-M,"Men's Sports Shorts, M",Shorts,Clothing,Black,M,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
454,SH-M897-L,"Men's Sports Shorts, L",Shorts,Clothing,Black,L,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
455,SH-M897-X,"Men's Sports Shorts, XL",Shorts,Clothing,Black,XL,"S ","Men's Sports Shorts","Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
456,TG-W091-S,"Women's Tights, S",Tights,Clothing,Black,S,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
457,TG-W091-M,"Women's Tights, M",Tights,Clothing,Black,M,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
458,TG-W091-L,"Women's Tights, L",Tights,Clothing,Black,L,"S ","Women's Tights","Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
459,SB-M891-S,"Men's Bib-Shorts, S",Bib-Shorts,Clothing,Multi,S,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
460,SB-M891-M,"Men's Bib-Shorts, M",Bib-Shorts,Clothing,Multi,M,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
461,SB-M891-L,"Men's Bib-Shorts, L",Bib-Shorts,Clothing,Multi,L,"S ","Men's Bib-Shorts","Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
462,GL-H102-S,"Half-Finger Gloves, S",Gloves,Clothing,Black,S,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
463,GL-H102-S,"Half-Finger Gloves, S",Gloves,Clothing,Black,S,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","2013-07-01 00:00:00.000",NULL,Current
464,GL-H102-M,"Half-Finger Gloves, M",Gloves,Clothing,Black,M,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
465,GL-H102-M,"Half-Finger Gloves, M",Gloves,Clothing,Black,M,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","2013-07-01 00:00:00.000",NULL,Current
466,GL-H102-L,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
467,GL-H102-L,"Half-Finger Gloves, L",Gloves,Clothing,Black,L,"S ","Half-Finger Gloves","Full padding, improved finger flex, durable palm, adjustable closure.","2013-07-01 00:00:00.000",NULL,Current
468,GL-F110-S,"Full-Finger Gloves, S",Gloves,Clothing,Black,S,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
469,GL-F110-M,"Full-Finger Gloves, M",Gloves,Clothing,Black,M,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
470,GL-F110-L,"Full-Finger Gloves, L",Gloves,Clothing,Black,L,"M ","Full-Finger Gloves","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.","2012-07-01 00:00:00.000","2008-12-27 00:00:00.000",Outdated
471,VE-C304-S,"Classic Vest, S",Vests,Clothing,Blue,S,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","2013-07-01 00:00:00.000",NULL,Current
472,VE-C304-M,"Classic Vest, M",Vests,Clothing,Blue,M,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","2013-07-01 00:00:00.000",NULL,Current
473,VE-C304-L,"Classic Vest, L",Vests,Clothing,Blue,L,"S ","Classic Vest","Light-weight, wind-resistant, packs to fit into a pocket.","2013-07-01 00:00:00.000",NULL,Current
474,SH-W890-S,"Women's Mountain Shorts, S",Shorts,Clothing,Black,S,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","2013-07-01 00:00:00.000",NULL,Current
475,SH-W890-M,"Women's Mountain Shorts, M",Shorts,Clothing,Black,M,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","2013-07-01 00:00:00.000",NULL,Current
476,SH-W890-L,"Women's Mountain Shorts, L",Shorts,Clothing,Black,L,"M ","Women's Mountain Shorts","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.","2013-07-01 00:00:00.000",NULL,Current
477,WB-H098,"Water Bottle - 30 oz.","Bottles and Cages",Accessories,NULL,NULL,"S ","Water Bottle","AWC logo water bottle - holds 30 oz; leak-proof.","2013-07-01 00:00:00.000",NULL,Current
478,BC-M005,"Mountain Bottle Cage","Bottles and Cages",Accessories,NULL,NULL,"M ","Mountain Bottle Cage","Tough aluminum cage holds bottle securly on tough terrain.","2013-07-01 00:00:00.000",NULL,Current
479,BC-R205,"Road Bottle Cage","Bottles and Cages",Accessories,NULL,NULL,"R ","Road Bottle Cage","Aluminum cage is lighter than our mountain version; perfect for long distance trips.","2013-07-01 00:00:00.000",NULL,Current
480,PK-7098,"Patch Kit/8 Patches","Tires and Tubes",Accessories,NULL,NULL,"S ","Patch kit","Includes 8 different size patches, glue and sandpaper.","2013-07-01 00:00:00.000",NULL,Current
481,SO-R809-M,"Racing Socks, M",Socks,Clothing,White,M,"R ","Racing Socks","Thin, lightweight and durable with cuffs that stay up.","2013-07-01 00:00:00.000",NULL,Current
482,SO-R809-L,"Racing Socks, L",Socks,Clothing,White,L,"R ","Racing Socks","Thin, lightweight and durable with cuffs that stay up.","2013-07-01 00:00:00.000",NULL,Current
483,RA-H123,"Hitch Rack - 4-Bike","Bike Racks",Accessories,NULL,NULL,"S ","Hitch Rack - 4-Bike","Carries 4 bikes securely; steel construction, fits 2" receiver hitch.","2013-07-01 00:00:00.000",NULL,Current
484,CL-9009,"Bike Wash - Dissolver",Cleaners,Accessories,NULL,NULL,"S ","Bike Wash","Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.","2013-07-01 00:00:00.000",NULL,Current
485,FE-6654,"Fender Set - Mountain",Fenders,Accessories,NULL,NULL,"M ","Fender Set - Mountain","Clip-on fenders fit most mountain bikes.","2013-07-01 00:00:00.000",NULL,Current
486,ST-1401,"All-Purpose Bike Stand","Bike Stands",Accessories,NULL,NULL,"M ","All-Purpose Bike Stand","Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.","2013-07-01 00:00:00.000",NULL,Current
487,HY-1023-70,"Hydration Pack - 70 oz.","Hydration Packs",Accessories,Silver,70,"S ","Hydration Pack","Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.","2013-07-01 00:00:00.000",NULL,Current
488,SJ-0194-S,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,Yellow,S,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","2013-07-01 00:00:00.000",NULL,Current
489,SJ-0194-M,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,Yellow,M,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","2013-07-01 00:00:00.000",NULL,Current
490,SJ-0194-L,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,Yellow,L,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","2013-07-01 00:00:00.000",NULL,Current
491,SJ-0194-X,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,Yellow,XL,"S ","Short-Sleeve Classic Jersey","Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","2013-07-01 00:00:00.000",NULL,Current
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60","Touring Frames",Components,Yellow,60,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","2013-07-01 00:00:00.000",NULL,Current
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62","Touring Frames",Components,Yellow,62,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","2013-07-01 00:00:00.000",NULL,Current
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46","Touring Frames",Components,Yellow,46,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","2013-07-01 00:00:00.000",NULL,Current
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50","Touring Frames",Components,Yellow,50,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","2013-07-01 00:00:00.000",NULL,Current
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54","Touring Frames",Components,Yellow,54,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","2013-07-01 00:00:00.000",NULL,Current
497,FR-T98U-46,"HL Touring Frame - Blue, 46","Touring Frames",Components,Blue,46,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","2013-07-01 00:00:00.000",NULL,Current
498,FR-T98U-50,"HL Touring Frame - Blue, 50","Touring Frames",Components,Blue,50,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","2013-07-01 00:00:00.000",NULL,Current
499,FR-T98U-54,"HL Touring Frame - Blue, 54","Touring Frames",Components,Blue,54,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","2013-07-01 00:00:00.000",NULL,Current
500,FR-T98U-60,"HL Touring Frame - Blue, 60","Touring Frames",Components,Blue,60,"T ","HL Touring Frame","The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.","2013-07-01 00:00:00.000",NULL,Current
501,RD-2308,"Rear Derailleur",Derailleurs,Components,Silver,NULL,NULL,"Rear Derailleur","Wide-link design.","2013-07-01 00:00:00.000",NULL,Current
502,FR-T67U-50,"LL Touring Frame - Blue, 50","Touring Frames",Components,Blue,50,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","2013-07-01 00:00:00.000",NULL,Current
503,FR-T67U-54,"LL Touring Frame - Blue, 54","Touring Frames",Components,Blue,54,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","2013-07-01 00:00:00.000",NULL,Current
504,FR-T67U-58,"LL Touring Frame - Blue, 58","Touring Frames",Components,Blue,58,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","2013-07-01 00:00:00.000",NULL,Current
505,FR-T67U-62,"LL Touring Frame - Blue, 62","Touring Frames",Components,Blue,62,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","2013-07-01 00:00:00.000",NULL,Current
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44","Touring Frames",Components,Yellow,44,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","2013-07-01 00:00:00.000",NULL,Current
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50","Touring Frames",Components,Yellow,50,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","2013-07-01 00:00:00.000",NULL,Current
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54","Touring Frames",Components,Yellow,54,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","2013-07-01 00:00:00.000",NULL,Current
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58","Touring Frames",Components,Yellow,58,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","2013-07-01 00:00:00.000",NULL,Current
510,FR-T67U-44,"LL Touring Frame - Blue, 44","Touring Frames",Components,Blue,44,"T ","LL Touring Frame","Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.","2013-07-01 00:00:00.000",NULL,Current
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40","Mountain Frames",Components,Silver,40,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","2013-07-01 00:00:00.000",NULL,Current
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42","Mountain Frames",Components,Silver,42,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","2013-07-01 00:00:00.000",NULL,Current
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46","Mountain Frames",Components,Silver,46,"M ","ML Mountain Frame-W","The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.","2013-07-01 00:00:00.000",NULL,Current
514,RB-9231,"Rear Brakes",Brakes,Components,Silver,NULL,NULL,"Rear Brakes",NULL,"2013-07-01 00:00:00.000",NULL,Current
515,SE-M236,"LL Mountain Seat/Saddle",Saddles,Components,NULL,NULL,"M ","LL Mountain Seat/Saddle 2","Synthetic leather. Features gel for increased comfort.","2013-07-01 00:00:00.000",NULL,Current
516,SE-M798,"ML Mountain Seat/Saddle",Saddles,Components,NULL,NULL,"M ","ML Mountain Seat/Saddle 2","Designed to absorb shock.","2013-07-01 00:00:00.000",NULL,Current
517,SE-M940,"HL Mountain Seat/Saddle",Saddles,Components,NULL,NULL,"M ","HL Mountain Seat/Saddle 2","Anatomic design for a full-day of riding in comfort. Durable leather.","2013-07-01 00:00:00.000",NULL,Current
518,SE-R581,"LL Road Seat/Saddle",Saddles,Components,NULL,NULL,"R ","LL Road Seat/Saddle 1","Lightweight foam-padded saddle.","2013-07-01 00:00:00.000",NULL,Current
519,SE-R908,"ML Road Seat/Saddle",Saddles,Components,NULL,NULL,"T ","ML Road Seat/Saddle 2","Rubber bumpers absorb bumps.","2013-07-01 00:00:00.000",NULL,Current
520,SE-R995,"HL Road Seat/Saddle",Saddles,Components,NULL,NULL,"R ","HL Road Seat/Saddle 2","Lightweight kevlar racing saddle. Leather.","2013-07-01 00:00:00.000",NULL,Current
521,SE-T312,"LL Touring Seat/Saddle",Saddles,Components,NULL,NULL,"T ","LL Touring Seat/Saddle","Comfortable, ergonomically shaped gel saddle.","2013-07-01 00:00:00.000",NULL,Current
522,SE-T762,"ML Touring Seat/Saddle",Saddles,Components,NULL,NULL,"T ","ML Touring Seat/Saddle","New design relieves pressure for long rides.","2013-07-01 00:00:00.000",NULL,Current
523,SE-T924,"HL Touring Seat/Saddle",Saddles,Components,NULL,NULL,"T ","HL Touring Seat/Saddle","Cut-out shell for a more comfortable ride.","2013-07-01 00:00:00.000",NULL,Current
524,FR-M21S-42,"LL Mountain Frame - Silver, 42","Mountain Frames",Components,Silver,42,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","2013-07-01 00:00:00.000",NULL,Current
525,FR-M21S-44,"LL Mountain Frame - Silver, 44","Mountain Frames",Components,Silver,44,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","2013-07-01 00:00:00.000",NULL,Current
526,FR-M21S-48,"LL Mountain Frame - Silver, 48","Mountain Frames",Components,Silver,48,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","2013-07-01 00:00:00.000",NULL,Current
527,FR-M21S-52,"LL Mountain Frame - Silver, 52","Mountain Frames",Components,Silver,52,"M ","LL Mountain Frame","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.","2013-07-01 00:00:00.000",NULL,Current
528,TT-M928,"Mountain Tire Tube","Tires and Tubes",Accessories,NULL,NULL,"M ","Mountain Tire Tube","Self-sealing tube.","2013-07-01 00:00:00.000",NULL,Current
529,TT-R982,"Road Tire Tube","Tires and Tubes",Accessories,NULL,NULL,"R ","Road Tire Tube","Conventional all-purpose tube.","2013-07-01 00:00:00.000",NULL,Current
530,TT-T092,"Touring Tire Tube","Tires and Tubes",Accessories,NULL,NULL,"T ","Touring Tire Tube","General purpose tube.","2013-07-01 00:00:00.000",NULL,Current
